"","Time","League","Matchup","MGM Market Name","BetRivers Market Name","Draftkings Market Name","Caesars Market Name","Fanduel Market Name","PointsBet Market Name","MGM Selection Name","BetRivers Selection Name","Draftkings Selection Name","Caesars Selection Name","Fanduel Selection","PointsBet Selection","MGM Odds","BetRivers Odds","Draftkings Odds","Caesars Odds","Fanduel Odds","PointsBet Odds"
"81","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,7000,11000,6000,9000,11000,NA
"82","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,22500,480,450,15000,25000,NA
"83","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo 1-0","San Lorenzo",NA,625,600,500,550,700,NA
"84","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Tigre","Tigre","Tigre","Tigre 1-0","Tigre",NA,500,480,380,450,500,NA
"85","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Any other score","Lanus","Lanus","Barracas Central 1-0","Lanus",NA,NA,460,NA,NA,NA,NA
"86","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Barracas Central","Barracas Central","Barracas Central","Barracas Central 1-0","Barracas Central",NA,900,950,750,850,1100,NA
"87","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0",NA,575,700,600,575,650,NA
"88","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1",NA,600,575,450,525,600,NA
"89","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2",NA,1900,1700,1600,2000,2000,NA
"90","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,8000,9000,7000,9000,11000,NA
"91","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,22500,700,600,15000,25000,NA
"92","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Lanus","Lanus","Lanus","Lanus 1-0","Lanus",NA,425,460,320,400,440,NA
"93","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Any other score","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi 1-0","Arsenal Sarandi",NA,NA,650,NA,NA,NA,NA
"94","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi 1-0","Arsenal Sarandi",NA,600,650,475,550,600,NA
"95","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Colon","Colon","Colon","Colon 1-0","Colon",NA,550,575,425,500,650,NA
"96","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0",NA,525,550,475,500,550,NA
"97","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1",NA,525,480,360,460,500,NA
"98","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2",NA,1650,1500,1300,1750,1800,NA
"99","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,6600,8000,5500,8000,10000,NA
"100","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,20000,550,475,12500,25000,NA
"101","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Any other score","Platense","Platense","Gimnasia LP 1-0","Platense",NA,NA,600,NA,NA,NA,NA
"102","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0",NA,500,510,475,470,500,NA
"103","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1",NA,525,500,370,460,490,NA
"104","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2",NA,1750,1700,1500,1900,1900,NA
"105","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,7000,10000,6000,8000,11000,NA
"106","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,22500,510,475,15000,25000,NA
"107","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Gimnasia LP","Gimnasia LP","Gimnasia LP","Gimnasia LP 1-0","Gimnasia LP",NA,500,500,390,460,550,NA
"108","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Platense","Platense","Platense","Platense 1-0","Platense",NA,600,600,475,550,650,NA
"109","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Any other score","Velez Sarsfield","Velez Sarsfield","Velez Sarsfield 1-0","Velez Sarsfield",NA,NA,510,NA,NA,NA,NA
"110","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0",NA,425,440,380,400,430,NA
"111","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1",NA,525,525,360,470,500,NA
"112","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2",NA,2000,2200,1600,2200,2100,NA
"113","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,8000,15000,6500,9000,14000,NA
"114","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,25000,440,380,12500,25000,NA
"115","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Huracan","Huracan","Huracan","Huracan 1-0","Huracan",NA,500,475,380,440,550,NA
"116","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Velez Sarsfield","Velez Sarsfield","Velez Sarsfield","Velez Sarsfield 1-0","Velez Sarsfield",NA,525,510,400,490,550,NA
"117","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Any other score","Godoy Cruz","Godoy Cruz","Godoy Cruz 1-0","Godoy Cruz",NA,NA,460,NA,NA,NA,NA
"118","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0","Draw 0-0",NA,575,650,550,550,650,NA
"119","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1","Draw 1-1",NA,575,540,425,525,550,NA
"120","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2","Draw 2-2",NA,1800,1700,1500,2100,1900,NA
"121","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3","Draw 3-3",NA,7000,9000,6500,9000,11000,NA
"122","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Draw 4-4","Draw 0-0","Draw 0-0","Draw 4-4","Draw 4-4",NA,22500,650,550,12500,25000,NA
"123","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Godoy Cruz","Godoy Cruz","Godoy Cruz","Godoy Cruz 1-0","Godoy Cruz",NA,450,460,330,400,460,NA
"124","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Correct Score","Correct Score","Correct Score","Correct Score","Correct Score",NA,"Instituto","Instituto","Instituto","Instituto 1-0","Instituto",NA,800,850,650,750,1000,NA
"125","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Atl. Tucuman","Atl. Tucuman","Atl. Tucuman","Atl. Tucuman Or Draw","Atl. Tucuman",NA,-175,-167,-180,-180,-175,NA
"126","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Central Cordoba","Central Cordoba","Central Cordoba","Central Cordoba Or Draw","Central Cordoba",NA,-312,-295,-320,-325,-370,NA
"127","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Banfield","Banfield","Banfield","Banfield Or Draw","Banfield",NA,-250,-235,-270,-260,-270,NA
"128","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Sarmiento","Sarmiento","Sarmiento","Sarmiento Or Draw","Sarmiento",NA,-227,-235,-235,-230,-240,NA
"129","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Boca Juniors FC","Boca Juniors FC","Boca Juniors FC","Boca Juniors FC Or Draw","Boca Juniors FC",NA,-217,-215,-230,-230,-230,NA
"130","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Independiente","Independiente","Independiente","Independiente Or Draw","Independiente",NA,-270,-250,-285,-265,-290,NA
"131","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo Or Draw","San Lorenzo",NA,-182,-180,-185,-180,-190,NA
"132","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Tigre","Tigre","Tigre","Tigre Or Draw","Tigre",NA,-312,-295,-320,NA,-330,NA
"133","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Barracas Central","Barracas Central","Barracas Central","Barracas Central Or Draw","Barracas Central",NA,-100,110,105,103,-100,NA
"134","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Lanus","Lanus","Lanus","Lanus Or Draw","Lanus",NA,-625,-590,-600,NA,-650,NA
"135","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi Or Draw","Arsenal Sarandi",NA,-217,-205,-265,-215,-230,NA
"136","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Colon","Colon","Colon","Colon Or Draw","Colon",NA,-250,-245,-275,NA,-260,NA
"137","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Gimnasia LP","Gimnasia LP","Gimnasia LP","Gimnasia LP Or Draw","Gimnasia LP",NA,-286,-278,-295,-295,-300,NA
"138","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Platense","Platense","Platense","Platense Or Draw","Platense",NA,-192,-182,-195,-190,-200,NA
"139","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Huracan","Huracan","Huracan","Huracan Or Draw","Huracan",NA,-278,-240,-295,-280,-280,NA
"140","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Velez Sarsfield","Velez Sarsfield","Velez Sarsfield","Velez Sarsfield Or Draw","Velez Sarsfield",NA,-227,-215,-240,-225,-240,NA
"141","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Godoy Cruz","Godoy Cruz","Godoy Cruz","Godoy Cruz Or Draw","Godoy Cruz",NA,-476,-480,-475,-510,-490,NA
"142","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Double Chance","Double Chance","Double Chance","Double Chance","Double Chance",NA,"Instituto","Instituto","Instituto","Instituto Or Draw","Instituto",NA,-120,-108,-120,-118,-120,NA
"143","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Atl. Tucuman","Atl. Tucuman","Atl. Tucuman","Atl. Tucuman","Atl. Tucuman",NA,120,132,130,125,145,NA
"144","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Central Cordoba","Central Cordoba","Central Cordoba","Central Cordoba","Central Cordoba",NA,-172,-157,-165,-160,-185,NA
"145","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Banfield","Banfield","Banfield","Banfield","Banfield",NA,-125,-109,-120,-120,-120,NA
"146","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Sarmiento","Sarmiento","Sarmiento","Sarmiento","Sarmiento",NA,-111,-109,-105,-110,-105,NA
"147","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Boca Juniors FC","Boca Juniors FC","Boca Juniors FC","Boca Juniors FC","Boca Juniors FC",NA,-102,102,100,100,105,NA
"148","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Independiente","Independiente","Independiente","Independiente","Independiente",NA,-137,-121,-125,-130,-135,NA
"149","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo",NA,120,125,130,120,125,NA
"150","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Tigre","Tigre","Tigre","Tigre","Tigre",NA,-167,-148,-160,-150,-160,NA
"151","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Barracas Central","Barracas Central","Barracas Central","Barracas Central","Barracas Central",NA,250,285,260,260,270,NA
"152","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Lanus","Lanus","Lanus","Lanus","Lanus",NA,-385,-360,-370,-380,-380,NA
"153","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi",NA,-108,102,100,100,-105,NA
"154","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Colon","Colon","Colon","Colon","Colon",NA,-130,-122,-130,-130,-120,NA
"155","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Gimnasia LP","Gimnasia LP","Gimnasia LP","Gimnasia LP","Gimnasia LP",NA,-154,-143,-145,-145,-145,NA
"156","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Gimnasia LP-Platense","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Platense","Platense","Platense","Platense","Platense",NA,110,120,115,115,115,NA
"157","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Huracan","Huracan","Huracan","Huracan","Huracan",NA,-137,-118,-125,-120,-125,NA
"158","2023-07-30T20:30:00Z","Argentina Liga Profesional de Futbol","Huracan-Velez Sarsfield","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Velez Sarsfield","Velez Sarsfield","Velez Sarsfield","Velez Sarsfield","Velez Sarsfield",NA,-105,-103,100,-110,-100,NA
"159","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Godoy Cruz","Godoy Cruz","Godoy Cruz","Godoy Cruz","Godoy Cruz",NA,-286,-278,-270,-280,-300,NA
"160","2023-07-30T23:00:00Z","Argentina Liga Profesional de Futbol","Godoy Cruz-Instituto","Draw No Bet","Tie No Bet","Tie No Bet","Draw No Bet","Tie No Bet",NA,"Instituto","Instituto","Instituto","Instituto","Instituto",NA,190,230,200,200,220,NA
"161","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Atl. Tucuman","Atl. Tucuman","Atl. Tucuman","Atl. Tucuman","Atl. Tucuman",NA,225,235,245,230,260,NA
"162","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Central Cordoba","Central Cordoba","Central Cordoba","Central Cordoba","Central Cordoba",NA,130,140,135,130,120,NA
"163","2023-07-29T17:30:00Z","Argentina Liga Profesional de Futbol","Central Cordoba-Atl. Tucuman","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,200,195,195,195,175,NA
"164","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Banfield","Banfield","Banfield","Banfield","Banfield",NA,165,188,185,170,165,NA
"165","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,187,180,170,170,165,NA
"166","2023-07-29T18:00:00Z","Argentina Liga Profesional de Futbol","Sarmiento-Banfield","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Sarmiento","Sarmiento","Sarmiento","Sarmiento","Sarmiento",NA,185,188,205,195,190,NA
"167","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Boca Juniors FC","Boca Juniors FC","Boca Juniors FC","Boca Juniors FC","Boca Juniors FC",NA,200,205,220,200,210,NA
"168","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,180,180,165,180,160,NA
"169","2023-07-29T20:00:00Z","Argentina Liga Profesional de Futbol","Independiente-Boca Juniors FC","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Independiente","Independiente","Independiente","Independiente","Independiente",NA,160,175,180,160,160,NA
"170","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,187,188,185,190,170,NA
"171","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo","San Lorenzo",NA,225,230,245,230,230,NA
"172","2023-07-29T23:00:00Z","Argentina Liga Profesional de Futbol","Tigre-San Lorenzo","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Tigre","Tigre","Tigre","Tigre","Tigre",NA,137,148,140,135,135,NA
"173","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Barracas Central","Barracas Central","Barracas Central","Barracas Central","Barracas Central",NA,400,425,400,430,410,NA
"174","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,230,245,245,220,230,NA
"175","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Lanus-Barracas Central","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Lanus","Lanus","Lanus","Lanus","Lanus",NA,-133,-134,-135,-135,-145,NA
"176","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi","Arsenal Sarandi",NA,185,195,195,190,180,NA
"177","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Colon","Colon","Colon","Colon","Colon",NA,160,170,165,160,160,NA
"178","2023-07-30T18:00:00Z","Argentina Liga Profesional de Futbol","Arsenal Sarandi-Colon","Match Result","Regular Time","Moneyline","90 Minutes","Moneyline",NA,"Draw","Draw","Draw","Draw","Draw",NA,195,190,185,190,185,NA
